Region,District,Chiefdom,Section,wp name,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination,maint_con
South,Moyamba,Lower Banta,Gbangbatoke,Ahmadiyya Muslim primary School,borewell,Broken down,Dry always / Never water,Yes,School,WASH management committee,Yes,Don't know,,More than a year,Yes,WASH management committee
South,Pujehun,Galliness Perri,Kakayama,Kakayama Community,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,Yes,other
South,Bo,Bo Town,18 Joyce Street Kandeh Town,No Name Private Individual,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Bo,Bo Town,Mustapha Street Coronation Field,Tucker Compound,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,15 Gbangawa Street,Private water point,private tap,Broken down,Always water,Yes,Private Individual,Privat owner,Unknown,No,,Less than a week,,other
South,Bo,Bo Town,Kayma Street,Private water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Pujehun,Pejeh(Futa peje,Massah,Massah  PDEC Water  point,protec dug_well,Broken down,Always water,Yes,School,WASH management committee,Yes,Yes,Hand pump,More than a year,No,WASH management committee
South,Pujehun,Panga Kabonde,MANJAMA KAYAMBA,MANJAMA KAYAMBA,protec dug_well,Broken down,Always water,Yes,Community,Other community group,Yes,Yes,Hand pump,More than a year,No,other
South,Bo,Kakua,New  London Fullawahun,Water well,unprotec dug_well,under rehabilitation,Seasonal,No,Private Individual,Privat owner,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Bo,Tikonko,269 Torwama,More Baio,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,Lappia Street,Private water point,unprotec dug_well,Functional in use,Always water,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Pujehun,Panga Kabonde,Samabu,Samabu,protec dug_well,Functional in use,Seasonal,Yes,Community,No management,Yes,Yes,Hand pump,never broken,No,No management
South,Pujehun,Panga Kabonde,Taninahun Makumbuma,SLMB Primary,protec dug_well,Functional but damaged,Always water,Yes,School,School,Yes,Yes,Hand pump,Over a month,No,School
South,Bonthe,Jong,Salina Village,Salina Community Pump,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,No,Yes,Hand pump,Less than a week,Yes,other
South,Bo,Bo Town,Off  Jusu street new London,Jusu street new London,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Bonthe,Imperri,Mokaba Town,UBC Primary and Secondary schools,protec dug_well,Functional in use,Dry always / Never water,Yes,School,School,No,No,Hand pump,never broken,Yes,School
South,Pujehun,Panga Kabonde,Barleh,Barleh  water point,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes,WASH management committee
South,Bo,Bo Town,12 Pious Street Batiema Layout,12 Pious Street Batiema Layout,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Panga krim,Vaama,Vaama water  point,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes,WASH management committee
South,Bo,Bo Town,14 Jusu street new London,14 Jusu street new London,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bumpe Ngao,Serabu,Serabu Mission Area,public tap/kiosk,Broken down,Seasonal,Yes,Community,No management,No,No,Submersible pump,never broken,,No management
South,Bo,Bagbwe(Bagbe),kpakuma,kpakuma community water point,spring_protec,Functional in use,Always water,Yes,Community,Other community group,Yes,No,,Over a week,,other
South,Bonthe,Jong,Mecca Village,Mecca Community Well,protec dug_well,Functional but damaged,Always water,Yes,Community,Other community group,No,Yes,Hand pump,Over a week,Yes,other
South,Bonthe,Jong,Mattru Town,Mattru Government Hospital,protec dug_well,Functional NOT in use,Always water,Yes,Health Facility,Health Facility,No,No,Hand pump,Less than a week,Yes,Health Facility
South,Bo,Bo Town,Second Bongay street coronation field,More   kakpata  Compound,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes,other
South,Pujehun,Malen,Seimabu,Seimabu water point,borewell,Broken down,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,More than a year,No,WASH management committee
South,Bonthe,Bonthe Urban,fornima,fornima pump,unprotec dug_well,Functional in use,Seasonal,Yes,Community,Privat owner,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Pujehun,Pejeh(Futa peje,Futa Pejeh,Futa Community Barry Water Pomp,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,Yes,Yes,Hand pump,never broken,Yes,other
South,Pujehun,Barri,SAHUN,MCHP Water Point,protec dug_well,Functional in use,Seasonal,No,Health Facility,Health Facility,Yes,Yes,Hand pump,Over a month,No,Health Facility
South,Bo,Bo Town,Sambo Street,Private water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Bo,Valunia,Baoahun,Baomahun water point,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,No,other
South,Bonthe,Bonthe Urban,semabu,semabu water poont,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Pujehun,Galliness Perri,Konia Massaquoi,Konia Community water point,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,Yes,Yes,Hand pump,never broken,No,other
South,Bonthe,Bonthe Urban,nyadehun,nyadahun pump,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No,other
South,Bo,Bo Town,39 Beah Swaray Street Kandeh Town,No Name Private Individual,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Sowa,Vaawahun Sowa,SLC Vaawahun,protec dug_well,Functional but damaged,Seasonal,Yes,School,School,No,Yes,Hand pump,More than a year,No,School
South,Bo,Bo Town,Bangalie Street,Community water,borewell,Functional in use,Always water,Yes,Community,Other community group,No,No,Hand pump,never broken,Yes,other
South,Bo,Bo Town,85 Sukutamer Street,Private water Point,unprotec dug_well,Functional in use,Always water,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Bo,Bumpe Ngao,Sengema,Mo Kebbie Community water poit,borewell,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,No,WASH management committee
South,Bonthe,Bonthe Urban,nyadahun,nyadahun water point,unprotec dug_well,Functional in use,Always water,Yes,Community,Local council,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,Local council
South,Bo,Bo Town,Water Street Coronation Field,Alimamy B.Conteh,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes,other
South,Bonthe,Jong,Moyowa,R C PrimarySchool Moyowa,unprotec dug_well,Functional but damaged,Dry always / Never water,Yes,School,School,No,No,Hand pump,Less than a week,Yes,School
South,Bo,Bo Town,Of  Jusu street new London,of  Jusu street new London,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,water street coronation Field,No Name private individual,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes,other
South,Bo,Bo Town,70 Martru road New London,70 Martru road New London,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,Batiama Layout,Mr Shour  water Point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,First Bongay Street coronation field,Massaqoi compound,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Barri,Njaluahun Old Town,Njaluahun borehole,borewell,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No,WASH management committee
South,Bo,Bo Town,Tenant  Street  Niagboima,SALWACO  Water Point,protec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Pejeh(Futa peje,Pejewa,Community water point,protec dug_well,Functional but damaged,Always water,Yes,Community,No management,No,Yes,Hand pump,More than a year,No,No management
South,Pujehun,Sowa,Lower Komede Sowa,P D E C water well,unprotec dug_well,Broken down,Seasonal,No,School,No management,No,No,Hand pump,I don't know,No,No management
South,Pujehun,Pejeh(Futa peje,Njagbema,Njagbema Community water point,protec dug_well,Broken down,Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,More than a year,Yes,other
South,Moyamba,Kaiyamba,Moyamba town,Mini stadium water well,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,No,Yes,Hand pump,Over a week,Yes,other
South,Bo,Bo Town,Kissy-town-Kortubuma,Private water,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,Unknown,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Barri,Madina,Madina water well,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes,other
South,Pujehun,Galliness Perri,Liangay Massaquoi,Liangay Community,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,No,other
South,Bo,Bo Town,West street coronation field,west street Coronation field,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Barri,Dendegahun,Dendegahun drilled well,borewell,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,No,WASH management committee
South,Moyamba,Upper Banta,motowo/banda town,motowo,borewell,under rehabilitation,Seasonal,No,School,School,No,Don't know,Hand pump,More than a year,No,School
South,Bo,Bo Town,30 Panguman Road,Private water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Bo,Bo Town,13 Foday Musa Street,No Name Private individual,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,No,other
South,Moyamba,Lower Banta,Largoh junction,vimetco water well,borewell,Functional NOT in use,Dry always / Never water,Yes,Community,Vimetco SHML,No,No,Hand pump,Over a month,No,other
South,Bo,Bo Town,50 Doctor Wusu Sannoh Street Kandeh Town,No Name Private Individual,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Less than a week,Yes,other
South,Bo,Bo Town,Durbar ground,Private water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Malen,Bendu Junction,Bendu  Junction  water Point,protec dug_well,Functional in use,Seasonal,Yes,Community,No management,No,Yes,Hand pump,Over a month,Yes,No management
South,Pujehun,Soro Gbema,Gondama Soro,Hand Dug Well,protec dug_well,Functional in use,Seasonal,No,Community,Local council,No,No,Hand pump,never broken,No,Local council
South,Bonthe,Sogbeni,Batogie,Points,surface_water,Functional but damaged,Seasonal,Yes,Community,WASH management committee,Yes,No,,,,WASH management committee
South,Bo,Bo Town,Second Street Niagboima,No Name private individual,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Pujehun,Barri,Nyaniahun,Nyaniahun,protec dug_well,Functional in use,Seasonal,Yes,Community,Community itself,Yes,Don't know,Hand pump,Over a month,Yes,Community
South,Bonthe,Imperri,Morbopu,Morborpu water point,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No,WASH management committee
South,Bonthe,Imperri,Mokaba village,Mokaba water point,protec dug_well,Functional but damaged,Always water,Yes,Community,Other community group,Yes,No,Hand pump,More than a year,No,other
South,Bo,Valunia,Gomahun,Gomahun community water point,unprotec dug_well,Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,More than a year,No,other
South,Moyamba,Bumpeh,Berembu village,Berembu community well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,I don't know,Yes,other
South,Bo,Bo Town,45Bainda Street Batiema Layout,45 Bainda Street Batiema Layout,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Pejeh(Futa peje,Futa Pejeh,Futa Community water point,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,Yes,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Moyamba,Kaiyamba,Moyamba town,Magistrate quarter well,protec dug_well,Functional in use,Seasonal,Yes,Other Institution,MDC/ Rural water,Yes,Yes,Hand pump,Over a month,Yes,other
South,Bo,Bo Town,Tucker Street Niagboima,No Name private individual,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Moyamba,Lower Banta,maseneh village,Bole hole well,borewell,under construction,Always water,Uknown,Private Individual,Local council,No,No,Hand pump,I don't know,Unkown,Local council
South,Bonthe,Imperri,Kpangbama,Kpangba Community Water Point,protec dug_well,Broken down,Seasonal,Yes,Community,Uknown,Yes,Don't know,Hand pump,More than a year,Yes,Uknown
South,Pujehun,Pejeh(Futa peje,Bongay,S L C Primary Bongay,borewell,Broken down,Seasonal,No,School,No management,No,No,Hand pump,More than a year,No,No management
